WKT,Hyperlink,CAPT,DISCUSSION,YEAR_MO_DA,Shape_X,Shape_Y
"POINT (-99.4065304749728 43.7792198643731)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-15.xml&_xslsrc=LCstyles.xsl,L&C,1 mile west of Oacoma,1804-09-15,-99.406530475,43.7792198644
"POINT (-99.3895930457179 43.7872814514742)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-16.xml&_xslsrc=LCstyles.xsl,L&C,near Oacoma  },1804-09-16/17,-99.3895930457,43.7872814515
"POINT (-99.3193115672073 43.8717192640227)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-18.xml&_xslsrc=LCstyles.xsl,L&C,4 miles ENE of Chamberlain,1804-09-18,-99.3193115672,43.871719264
"POINT (-99.5162684275357 44.0533825778392)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-19.xml&_xslsrc=LCstyles.xsl,L&C,1½ miles NE Lower Brule,1804-09-19,-99.5162684275,44.0533825778
"POINT (-99.6898894328266 44.1725394908684)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-20.xml&_xslsrc=LCstyles.xsl,L&C,7½ miles NW Lower Brule,1804-09-20,-99.6898894328,44.1725394909
"POINT (-99.7815504378068 44.1383783891762)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-21.xml&_xslsrc=LCstyles.xsl,L&C,near mouth of Joe Creek,1804-09-21,-99.7815504378,44.1383783892
"POINT (-99.8907249167179 44.2389260091336)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-22.xml&_xslsrc=LCstyles.xsl,L&C,4 miles SE of DeGrey,1804-09-22,-99.8907249167,44.2389260091
"POINT (-100.125734896674 44.3205932491549)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-23.xml&_xslsrc=LCstyles.xsl,L&C,10 miles SE of Pierre,1804-09-23,-100.125734897,44.3205932492
"POINT (-100.352413453323 44.3539219193879)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-24.xml&_xslsrc=LCstyles.xsl,L&C,mouth Bad River-Fort Pierre,1804-09-24,-100.352413453,44.3539219194
"POINT (-100.352413453323 44.3539219193879)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-25.xml&_xslsrc=LCstyles.xsl,L&C,remained at mouth Bad River-Ft Pierre,1804-09-25,-100.352413453,44.3539219194
"POINT (-100.380742396238 44.4055894435515)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-26.xml&_xslsrc=LCstyles.xsl,L&C,2 miles above Pierre,1804-09-26/27,-100.380742396,44.4055894436
"POINT (-100.502422054521 44.4605906099661)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-28.xml&_xslsrc=LCstyles.xsl,L&C,5 miles NW of Lake Oahe Dam,1804-09-28,-100.502422055,44.46059061
"POINT (-100.507421017381 44.5389213517287)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-29.xml&_xslsrc=LCstyles.xsl,L&C,14 miles NW of Pierre,1804-09-29,-100.507421017,44.5389213517
"POINT (-100.61575603593 44.7205971172168)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-09-30.xml&_xslsrc=LCstyles.xsl,L&C,5½ miles SE of Cheyenne River,1804-09-30,-100.615756036,44.7205971172
"POINT (-100.610757765672 44.7839272126512)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-01.xml&_xslsrc=LCstyles.xsl,L&C,4½ miles NE of Cheyenne River,1804-10-01,-100.610757766,44.7839272127
"POINT (-100.447419815863 44.8339284669153)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-02.xml&_xslsrc=LCstyles.xsl,L&C,18 miles west of Agar,1804-10-02,-100.447419816,44.8339284669
"POINT (-100.427412801959 44.9222687525293)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-03.xml&_xslsrc=LCstyles.xsl,L&C,19 miles west of Gorman,1804-10-03,-100.427412802,44.9222687525
"POINT (-100.394077666544 45.0189314221845)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-04.xml&_xslsrc=LCstyles.xsl,L&C,5 miles west of US 212 bridge,1804-10-04,-100.394077667,45.0189314222
"POINT (-100.290742458863 45.1506100012245)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-05.xml&_xslsrc=LCstyles.xsl,L&C,9 miles north of US 212 bridge,1804-10-05,-100.290742459,45.1506100012
"POINT (-100.309070263684 45.3056166816231)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-06.xml&_xslsrc=LCstyles.xsl,L&C,mouth of Swan Creek,1804-10-06,-100.309070264,45.3056166816
"POINT (-100.444075647673 45.5256285534871)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-07.xml&_xslsrc=LCstyles.xsl,L&C,1 mile south of Mobridge,1804-10-07,-100.444075648,45.5256285535
"POINT (-100.422410739014 45.6156327816502)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-07.xml&_xslsrc=LCstyles.xsl,L&C,4 miles above Grand River,1804-10-08/09,-100.422410739,45.6156327817
"POINT (-100.41741086706 45.6656342800439)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-10.xml&_xslsrc=LCstyles.xsl,L&C,6½ miles above Grand River,1804-10-10/11,-100.417410867,45.66563428
"POINT (-100.30239594282 45.7106304779141)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-12.xml&_xslsrc=LCstyles.xsl,L&C,near mouth of Olson Creek,1804-10-12,-100.302395943,45.7106304779
"POINT (-100.427395596527 45.9139634976327)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-13.xml&_xslsrc=LCstyles.xsl,L&C,7 miles WNW of Pollock,1804-10-13,-100.427395597,45.9139634976
"POINT (-100.56572873379 46.0206365631066)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-14.xml&_xslsrc=LCstyles.xsl,L&C,6 miles SE of Ft Yates,1804-10-14,-100.565728734,46.0206365631
"POINT (-100.625723023671 46.1339673172839)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-15.xml&_xslsrc=LCstyles.xsl,L&C,3 miles north of Ft Yates,1804-10-15,-100.625723024,46.1339673173
"POINT (-100.577384800403 46.2873037373122)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-16.xml&_xslsrc=LCstyles.xsl,L&C,13½ miles ENE of Ft Yates,1804-10-16,-100.5773848,46.2873037373
"POINT (-100.562382263218 46.3906344171002)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-17.xml&_xslsrc=LCstyles.xsl,L&C,3 miles below Cannonball River,1804-10-17,-100.562382263,46.3906344171
"POINT (-100.54570911832 46.5589672337374)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-18.xml&_xslsrc=LCstyles.xsl,L&C,10 miles NNE of Cannonball River,1804-10-18,-100.545709118,46.5589672337
"POINT (-100.725718053478 46.6339691736928)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-19.xml&_xslsrc=LCstyles.xsl,L&C,12 miles SE of I-94 bridge,1804-10-19,-100.725718053,46.6339691737
"POINT (-100.830725972726 46.7923080887984)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-20.xml&_xslsrc=LCstyles.xsl,L&C,mouth of Heart River,1804-10-20,-100.830725973,46.7923080888
"POINT (-100.854058770797 46.8373057161301)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-21.xml&_xslsrc=LCstyles.xsl,L&C,"1 mile NW of I-94 bridge, Bisnarck",1804-10-21,-100.854058771,46.8373057161
"POINT (-100.930733707407 46.9806336782586)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-22.xml&_xslsrc=LCstyles.xsl,L&C,12 miles NW  I-94 bridge,1804-10-22,-100.930733707,46.9806336783
"POINT (-100.985745691888 47.1839675929432)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-23.xml&_xslsrc=LCstyles.xsl,L&C,east of Sanger,1804-10-23,-100.985745692,47.1839675929
"POINT (-100.987420311478 47.2623062182799)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-24.xml&_xslsrc=LCstyles.xsl,L&C,Turtle Creek below Washburn,1804-10-24,-100.987420311,47.2623062183
"POINT (-101.200759481741 47.2489705835195)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-25.xml&_xslsrc=LCstyles.xsl,L&C,2½ miles east of Fort Clark,1804-10-25,-101.200759482,47.2489705835
"POINT (-101.310765810487 47.2839758980243)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-26.xml&_xslsrc=LCstyles.xsl,L&C,4½ miles NW of Ft Clark,1804-10-26,-101.31076581,47.283975898
"POINT (-101.350768589589 47.3273203318881)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-10-27.xml&_xslsrc=LCstyles.xsl,L&C,opposite mouth of Knife River,1804-10-27\31,-101.35076859,47.3273203319
"POINT (-101.350768589589 47.3273203318881)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-11-01.xml&_xslsrc=LCstyles.xsl,L&C,opposite mouth of Knife River,1804-11-01,-101.35076859,47.3273203319
"POINT (-101.279659589327 47.2817536254486)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-11-02.xml&_xslsrc=LCstyles.xsl,L&C,Fort Mandan,1804-11-02\30,-101.279659589,47.2817536254
"POINT (-101.279659589327 47.2817536254486)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1804-12-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Mandan,1804-12-01\31,-101.279659589,47.2817536254
"POINT (-101.279659589327 47.2817536254486)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-01-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Mandan,1805-01-01\31,-101.279659589,47.2817536254
"POINT (-101.279659589327 47.2817536254486)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-02-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Mandan,1805-02,-101.279659589,47.2817536254
"POINT (-101.279659589327 47.2817536254486)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-03-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Mandan,1805-03,-101.279659589,47.2817536254
"POINT (-101.279659589327 47.2817536254486)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-01.xml&_xslsrc=LCstyles.xsl,L&C,Fort Mandan,1805-04-01\06,-101.279659589,47.2817536254
"POINT (-101.342436503327 47.3139815829963)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-07.xml&_xslsrc=LCstyles.xsl,L&C,camp?,1805-04-07,-101.342436503,47.313981583
"POINT (-101.427441369344 47.4606525988606)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-08.xml&_xslsrc=LCstyles.xsl,L&C,"4 miles southwest of Riverdale, ND",1805-04-08,-101.427441369,47.4606525989
"POINT (-101.600779270573 47.5523251195863)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-09.xml&_xslsrc=LCstyles.xsl,L&C,"6 miles south-southeast of Emmet, ND",1805-04-09,-101.600779271,47.5523251196
"POINT (-101.830786759985 47.5289922260083)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-10.xml&_xslsrc=LCstyles.xsl,L&C,"18 miles northeast by north of Beulah, ND",1805-04-10,-101.83078676,47.528992226
"POINT (-102.160787092705 47.5723368206915)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-11.xml&_xslsrc=LCstyles.xsl,L&C,"17 miles north of Dodge, ND",1805-04-11,-102.160787093,47.5723368207
"POINT (-102.254110753512 47.6106699116774)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-12.xml&_xslsrc=LCstyles.xsl,L&C,mouth of Little Missouri River,1805-04-12,-102.254110754,47.6106699117
"POINT (-102.372463962875 47.7873477438371)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-13.xml&_xslsrc=LCstyles.xsl,L&C,"14 miles southeast of New Town, ND",1805-04-13,-102.372463963,47.7873477438
"POINT (-102.645799679587 47.8390154577979)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-14.xml&_xslsrc=LCstyles.xsl,L&C,"12 miles southwest of New Town, ND",1805-04-14,-102.64579968,47.8390154578
"POINT (-102.670790503567 48.0773647482492)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-15.xml&_xslsrc=LCstyles.xsl,L&C,"about 8? miles northwest of New Town, ND",1805-04-15,-102.670790504,48.0773647482
"POINT (-102.914119054632 48.1290311843303)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-16.xml&_xslsrc=LCstyles.xsl,L&C,"about 34 miles east of Williston, ND",1805-04-16,-102.914119055,48.1290311843
"POINT (-103.252459760573 48.0607059753209)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-17.xml&_xslsrc=LCstyles.xsl,L&C,"about 16 miles east-southeast of Williston, ND",1805-04-17,-103.252459761,48.0607059753
"POINT (-103.415794466566 48.039036294348)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-18.xml&_xslsrc=LCstyles.xsl,L&C,"about 12 miles southeast of Williston, ND",1805-04-18\19,-103.415794467,48.0390362943
"POINT (-103.483295189454 48.0048775008729)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-20.xml&_xslsrc=LCstyles.xsl,L&C,"about 12? miles southeast of Williston, ND",1805-04-20,-103.483295189,48.0048775009
"POINT (-103.629409253434 48.1034851961752)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-21.xml&_xslsrc=LCstyles.xsl,L&C,"above Le Muddy R.; 3 mi S Williston, ND",1805-04-21,-103.629409253,48.1034851962
"POINT (-103.7558031787 48.0707058110583)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-22.xml&_xslsrc=LCstyles.xsl,L&C,"about 7 miles southwest of Williston, ND",1805-04-22,-103.755803179,48.0707058111
"POINT (-103.816636060271 47.9890349801285)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-23.xml&_xslsrc=LCstyles.xsl,L&C,"about 12 miles southwest of Williston, ND",1805-04-23/24,-103.81663606,47.9890349801
"POINT (-103.950811520414 47.9487592719734)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-25.xml&_xslsrc=LCstyles.xsl,Lewis,"to Yellowstone; camps 2 mi south of mouth",1805-04-25,-103.95081152,47.948759272
"POINT (-103.982207368302 47.9687592673543)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-26.xml&_xslsrc=LCstyles.xsl,Lewis,to mouth of Yellowstone River,1805-04-26,-103.982207368,47.9687592674
"POINT (-103.913876347869 47.9868120868313)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-25.xml&_xslsrc=LCstyles.xsl,Clark,"brings canoes upriver, camps",1805-04-25,-103.913876348,47.9868120868
"POINT (-103.982207368302 47.9687592673543)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-26.xml&_xslsrc=LCstyles.xsl,Clark,at mouth of Yellowstone River,1805-04-26,-103.982207368,47.9687592674
"POINT (-103.056897133177 48.0001485905879)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-27.xml&_xslsrc=LCstyles.xsl,L&C,camp about 1 mile inside Montana,1805-04-27,-103.056897133,48.0001485906
"POINT (-104.346125072303 48.049310416755)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-28.xml&_xslsrc=LCstyles.xsl,L&C,10 miles SE of Culbertson,1805-04-28,-104.346125072,48.0493104168
"POINT (-104.628077971803 48.1390272084427)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-29.xml&_xslsrc=LCstyles.xsl,L&C,"mouth of Big Muddy R, 6 mi E of Culbertson",1805-04-29,-104.628077972,48.1390272084
"POINT (-104.885311255893 48.1398700783757)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-04-30.xml&_xslsrc=LCstyles.xsl,L&C,1½ miles SE of Brockton,1805-04-30,-104.885311256,48.1398700784
"POINT (-104.996705400006 48.0965264243076)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-01.xml&_xslsrc=LCstyles.xsl,L&C,5 miles SW of Brockton,1805-05-01,-104.9967054,48.0965264243
"POINT (-105.001436416975 48.0693079491105)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-02.xml&_xslsrc=LCstyles.xsl,L&C,7 miles SW of Brockton,1805-05-02,-105.001436417,48.0693079491
"POINT (-105.224502888292 48.0787563368071)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-03.xml&_xslsrc=LCstyles.xsl,L&C,"above Redwater R, 3 mi SW of Poplar",1805-05-03,-105.224502888,48.0787563368
"POINT (-105.416738542152 48.0937560539472)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-04.xml&_xslsrc=LCstyles.xsl,L&C,10 miles east of Wolf Point,1805-05-04,-105.416738542,48.0937560539
"POINT (-105.606479985896 48.0623654276979)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-05.xml&_xslsrc=LCstyles.xsl,L&C,3 miles SE of Wolf Point,1805-05-05,-105.606479986,48.0623654277
"POINT (-105.946772708492 48.010692156396)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-06.xml&_xslsrc=LCstyles.xsl,L&C,15 miles WSW of Wolf Point,1805-05-06,-105.946772708,48.0106921564
"POINT (-106.116232090363 48.006805860114)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-07.xml&_xslsrc=LCstyles.xsl,L&C,14 miles east of Fort Peck Dam,1805-05-07,-106.11623209,48.0068058601
"POINT (-106.35290472884 48.0570886577393)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-08.xml&_xslsrc=LCstyles.xsl,L&C,5 miles south of Nashua,1805-05-08,-106.352904729,48.0570886577
"POINT (-106.505705990136 47.957361326849)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-09.xml&_xslsrc=LCstyles.xsl,L&C,"Werners (Duck) Ck, 5 mi SW of Ft Peck Dam",1805-05-09,-106.50570599,47.9573613268
"POINT (-106.495421304212 47.9329124914616)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-10.xml&_xslsrc=LCstyles.xsl,L&C,6 miles SW of Fort Peck Dam,1805-05-10,-106.495421304,47.9329124915
"POINT (-106.555434382356 47.8345727163684)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-11.xml&_xslsrc=LCstyles.xsl,L&C,13 miles SW of Fort Peck Dam,1805-05-11,-106.555434382,47.8345727164
"POINT (-106.709623563224 47.7617888981347)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-12.xml&_xslsrc=LCstyles.xsl,L&C,22 miles SW of Fort Peck Dam,1805-05-12,-106.709623563,47.7617888981
"POINT (-106.8260220538 47.7429001154907)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-13.xml&_xslsrc=LCstyles.xsl,L&C,9 miles NNW of Hell Creek State Park,1805-05-13,-106.826022054,47.7429001155
"POINT (-107.06882718799 47.6645658917542)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-14.xml&_xslsrc=LCstyles.xsl,L&C,"Panther Camp, 9 mi NW of Hell Ck St Park",1805-05-14/15,-107.068827188,47.6645658918
"POINT (-107.172444544823 47.6653917007944)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-16.xml&_xslsrc=LCstyles.xsl,L&C,14 miles WNW of Hell Creek State Park,1805-05-16,-107.172444545,47.6653917008
"POINT (-107.467748003056 47.6248355799166)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-17.xml&_xslsrc=LCstyles.xsl,L&C,27½ miles west of Hell Creek State Park,1805-05-17,-107.467748003,47.6248355799
"POINT (-107.707200851879 47.6145540200616)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-18.xml&_xslsrc=LCstyles.xsl,L&C,15 miles NE of 1805 mouth of Musselshell R,1805-05-18,-107.707200852,47.6145540201
"POINT (-107.861098569861 47.5092692400548)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-19.xml&_xslsrc=LCstyles.xsl,L&C,4½ mi NE of former mouth of Musselshell R,1805-05-19,-107.86109857,47.5092692401
"POINT (-107.896095550823 47.4498245741314)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-20.xml&_xslsrc=LCstyles.xsl,L&C,1805 mouth of Mussellshell River,1805-05-20,-107.896095551,47.4498245741
"POINT (-108.006935288878 47.5906561286886)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-21.xml&_xslsrc=LCstyles.xsl,L&C,11 mi NW of former mouth of Musselshell R,1805-05-21,-108.006935289,47.5906561287
"POINT (-108.177502236901 47.5817624764465)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-22.xml&_xslsrc=LCstyles.xsl,L&C,24 mi east of Fred Robinson Bridge (US 191),1805-05-22,-108.177502237,47.5817624764
"POINT (-108.45363783886 47.6114808993838)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-23.xml&_xslsrc=LCstyles.xsl,L&C,11 miles east of Fred Robinson Bridge,1805-05-23,-108.453637839,47.6114808994
"POINT (-108.736724093346 47.6500827423049)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-24.xml&_xslsrc=LCstyles.xsl,L&C,3 miles NW of Fred Robinson Bridge,1805-05-24,-108.736724093,47.6500827423
"POINT (-108.924511635771 47.7348060067953)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-25.xml&_xslsrc=LCstyles.xsl,L&C,14 miles NW of Fred Robinson Bridge,1805-05-25,-108.924511636,47.7348060068
"POINT (-109.17147147276 47.7839622490025)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-26.xml&_xslsrc=LCstyles.xsl,L&C,25½ miles NW of Fred Robinson Bridge,1805-05-26,-109.171471473,47.783962249
"POINT (-109.357027814716 47.7481337100836)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-27.xml&_xslsrc=LCstyles.xsl,L&C,12½ mi E of Rte 236 bridge (Judith Landing),1805-05-27,-109.357027815,47.7481337101
"POINT (-109.620384093037 47.7397997504616)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-28.xml&_xslsrc=LCstyles.xsl,L&C,"opp Bull (Dog) Creek, ½ mile east 236 bridge",1805-05-28,-109.620384093,47.7397997505
"POINT (-109.853155683308 47.7181262481248)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-29.xml&_xslsrc=LCstyles.xsl,L&C,"above Slaughter R, 11 mi W of Rte 236 bridge",1805-05-29,-109.853155683,47.7181262481
"POINT (-109.921501914913 47.7625656073652)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-30.xml&_xslsrc=LCstyles.xsl,L&C,14 miles west of Route 236 bridge,1805-05-30,-109.921501915,47.7625656074
"POINT (-110.055948350963 47.9178423478987)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-05-31.xml&_xslsrc=LCstyles.xsl,L&C,"Stonewall (Eagle) Creek; 21 mi east of Loma",1805-05-31,-110.055948351,47.9178423479
"POINT (-110.275677305216 48.0153361041418)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-01.xml&_xslsrc=LCstyles.xsl,L&C,"Boggs Island, 12 miles NE of Loma",1805-06-01,-110.275677305,48.0153361041
"POINT (-110.479849344973 47.9267205855652)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-02.xml&_xslsrc=LCstyles.xsl,L&C,"opp mouth of Marias R; 1½ mi E of Loma",1805-06-02,-110.479849345,47.9267205856
"POINT (-110.485684911552 47.9297796716376)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-03.xml&_xslsrc=LCstyles.xsl,L&C,"mouth of Marias River, 1 mile east of Loma",1805-06-03,-110.485684912,47.9297796716
"POINT (-113.992295857382 45.4691072646745)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-09-01.xml&_xslsrc=LCstyles.xsl,L&C,x mi from Salmon,1805-09-01,-113.992295857,45.4691072647
"POINT (-110.658194973026 48.1320071998351)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-04.xml&_xslsrc=LCstyles.xsl,Lewis,"explores Marias, camps x miles NW of Loma",1805-06-04,-110.658194973,48.1320071998
"POINT (-110.845449946539 48.2706315340671)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-05.xml&_xslsrc=LCstyles.xsl,Lewis,near mouth Cottonwood? Creek,1805-06-05,-110.845449947,48.2706315341
"POINT (-110.608484068308 48.1950608906614)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-06.xml&_xslsrc=LCstyles.xsl,Lewis,mouth of Black Coulee,1805-06-06,-110.608484068,48.1950608907
"POINT (-110.665139232243 48.0264406674072)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-07.xml&_xslsrc=LCstyles.xsl,Lewis,x miles NW of Loma,1805-06-07,-110.665139232,48.0264406674
"POINT (-110.485684911552 47.9297796716376)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-08.xml&_xslsrc=LCstyles.xsl,Lewis,returns to Marias River Camp,1805-06-08,-110.485684912,47.9297796716
"POINT (-110.912367934996 47.7508804316976)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-04.xml&_xslsrc=LCstyles.xsl,Clark,"explores the Missouri, camps",1805-06-04,-110.912367935,47.7508804317
"POINT (-110.739574443372 47.8417155060697)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-05.xml&_xslsrc=LCstyles.xsl,Clark,x miles Fort Benton? Carter?,1805-06-05,-110.739574443,47.8417155061
"POINT (-110.485684911552 47.9297796716376)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-06.xml&_xslsrc=LCstyles.xsl,Clark,returns and stays at Marias River Camp,1805-06-06/08,-110.485684912,47.9297796716
"POINT (-110.485684911552 47.9297796716376)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-09.xml&_xslsrc=LCstyles.xsl,L&C,at Marias River Camp,1805-06-09/10,-110.485684912,47.9297796716
"POINT (-110.594856383801 47.8694992095326)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-11.xml&_xslsrc=LCstyles.xsl,Lewis,"scouts upriver, x miles NE Ft Benton",1805-06-11,-110.594856384,47.8694992095
"POINT (-110.94987315686 47.7272720526918)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-12.xml&_xslsrc=LCstyles.xsl,Lewis,Carter ? area,1805-06-12,-110.949873157,47.7272720527
"POINT (-111.119632275101 47.5692060478751)",http://lewisandclarkjournals.unl.edu/read/?_xmlsrc=1805-06-13.xml&_xslsrc=LCstyles.xsl,Lewis,at Big Falls of Missouri River,1805-06-13/15,-111.119632275,47.5692060479
